water_point,site,period_year,photo_date,image_id,days_not_operational,days_illegible,confidence,validated
699597108,Maroantsetra,2026,2026-02-13,3bef2dd3dd7844efbf7ca5db753cd111,13,2,0.148,NO
699597115,Maroantsetra,2026,2026-02-13,e662af5f9de446428038e073522d629d,7,6,0.301,NO
699597335,Maroantsetra,2026,2026-02-20,a7626aed9e2041c89712f44857173e7d,1,6,0.448,NO
699597359,Maroantsetra,2026,2026-02-20,20553d5ab8f54791ab5c516a2ff779e1,8,8,0.427,NO
699597366,Maroantsetra,2026,2026-02-24,8b32705d0d5b4dfb950dcc0221aa1c0b,10,1,0.252,NO
699597397,Maroantsetra,2026,2026-02-20,fd5ff913e5c74fa19579a7527738ce58,9,16,0.168,NO
699597407,Maroantsetra,2026,2026-02-25,243e27c26214476d8f9e9f0aeb6ed2a5,9,3,0.204,NO
699597414,Maroantsetra,2026,2026-02-26,f88224025aa14adf990c3d88baa710ab,12,3,0.403,NO
699597469,Maroantsetra,2026,2026-03-07,0f672f89a3064b04a1a90300bf5b2ad9,5,6,0.330,NO
699597476,Maroantsetra,2026,2026-02-26,2f5138bfc7144e8fa0bc3b8b366cc720,7,88,0.242,NO
699597483,Maroantsetra,2026,2026-02-27,67e1037eed19478392eedfad1be7a5be,6,48,0.180,NO
699597490,Maroantsetra,2026,2026-01-15,4a5141335d8a459487e595fa7cde41ae,11,9,0.424,NO
699597500,Maroantsetra,2026,2026-03-04,58d84175290a405a95667d32713afafe,6,46,0.149,NO
699597531,Maroantsetra,2026,2026-08-10,d4822bd093a442549ee0785d6dc35af8,1,1,0.315,NO
699597548,Maroantsetra,2026,2026-09-04,3da557ac63584678b547139168161891,7,3,0.530,NO
699597555,Maroantsetra,2026,2026-02-27,1e17bb4dee8a43b4a0c70b4deda61397,0,0,0.253,NO
699597562,Maroantsetra,2025,2025-12-11,bdc2b4035c2549f4b89ce8d497704584,14,9,0.050,NO
699597562,Maroantsetra,2026,2026-03-05,a88ca2f8e1f84cbaa2dc6b3cc8fa1d16,12,94,0.312,NO
699597579,Maroantsetra,2026,2026-03-05,6e5da2c272054084ad6daec03bb7c58f,9,4,0.238,NO
699597593,Maroantsetra,2026,2026-03-05,875c74c009744142864bce5a7f075af6,6,95,0.156,NO
699597603,Maroantsetra,2026,2026-07-31,54713ccceaef4f16a91e34994943244a,79,26,0.102,NO
699597971,Maroantsetra,2026,2026-05-22,4e470786017c4775999cf84c956eda12,15,69,0.166,NO
718551997,Maroantsetra,2025,2025-11-13,ca9a4687a1c744179c7b4f368b137bae,12,10,0.268,NO
742893805,Fort-Dauphin,2025,2025-12-16,1f046ef31a6241bea6490e752d7d0ac2,6,9,0.255,NO
742893805,Fort-Dauphin,2026,2026-03-16,98fc097672a34faa9754dcd39195efa9,17,6,0.143,NO
742893829,Fort-Dauphin,2026,2026-02-05,cfc6846577b349548a93011d8f635882,22,8,0.090,NO
742893843,Fort-Dauphin,2026,2026-01-23,f36c3b4174ee404db821027fcb0b7db3,11,1,0.240,NO
742893850,Fort-Dauphin,2026,2026-01-23,e9960e430b53449a9453b82426579f3c,14,9,0.309,NO
742893867,Fort-Dauphin,2026,2026-01-16,8bc9b52940964a17b148e4d0b9569f21,73,47,0.278,NO
742893922,Fort-Dauphin,2026,2026-05-21,d422c4fd6044415f91eebe8b53f59ad4,11,3,0.266,NO
742893946,Fort-Dauphin,2026,2026-03-16,e06f52328a094bb3ab489c575bd76478,8,3,0.434,NO
742893953,Fort-Dauphin,2026,2026-01-16,140150309d7f4e1b9599641d9c6dabae,17,12,0.432,NO
742893977,Fort-Dauphin,2025,2025-12-18,bd2ad55a043a413292739f34f233be80,17,8,0.229,NO
742893977,Fort-Dauphin,2026,2026-08-31,1d2f20bf807749d7bb5db156549cefc1,9,3,0.309,NO
742894040,Fort-Dauphin,2026,2026-03-05,55bdcaab14c046dcbd4aafc000251a66,13,7,0.464,NO
742894064,Fort-Dauphin,2026,2026-02-27,505fbc1d768a465ab455e07e3b6f1a10,3,2,0.189,NO
742894071,Fort-Dauphin,2026,2026-02-26,02298e7035474624a678a9e93ea1a463,0,3,0.334,NO
742894095,Fort-Dauphin,2026,2026-09-02,e4fbb3e4911449c4a05f9207ca67eb68,6,1,0.413,NO
742894105,Fort-Dauphin,2026,2026-03-19,6b35f0bfe48a47c794d4310c1d643dd8,12,5,0.357,NO
742894198,Fort-Dauphin,2026,2026-02-27,95d6f88bfeb941aca9731e6ef3d52b77,12,6,0.257,NO
742894208,Fort-Dauphin,2026,2026-03-06,f9a9ebaae8bb4f2984263ad8a7558933,9,8,0.290,NO
742894253,Fort-Dauphin,2026,2026-06-06,491177a672354d6395fc59a82c654ff5,8,34,0.499,NO
742894284,Fort-Dauphin,2026,2026-01-24,633e4e07b85244a8a03906129fc0eba9,15,18,0.258,NO
742894301,Fort-Dauphin,2026,2026-02-12,c24b5df2910946b996c1bb825509043f,4,3,0.205,NO
742894356,Fort-Dauphin,2026,2026-02-13,758365911f4a4fa2a871efeae445e420,9,4,0.445,NO
742894363,Fort-Dauphin,2026,2026-02-13,dd2022ccd855471a85b5d772a57869a7,32,35,0.210,NO
742894387,Fort-Dauphin,2026,2026-01-12,2d7c666fdfdc4d058b06e727d2daa26e,12,8,0.405,NO
742894411,Fort-Dauphin,2026,2026-09-02,c53aa9716f6347f592f6b747b489dd5c,6,2,0.262,NO
742894428,Fort-Dauphin,2026,2026-03-11,28a209b061c3452294102a8a183baab9,12,7,0.233,NO
742894442,Fort-Dauphin,2026,2026-06-04,68f48ea9293e4686993895f0fa7ae5f0,1,5,0.573,NO
742894459,Fort-Dauphin,2025,2025-12-20,eef617fcd61f46bab9450d81cb3e4b78,18,2,0.206,NO
742894459,Fort-Dauphin,2026,2026-06-04,9b44da7c11a14698a9cad250ba7a00bc,5,1,0.148,NO
742894466,Fort-Dauphin,2026,2026-09-07,faa19f46571c40529abcf42b308fc008,8,4,0.372,NO
742894473,Fort-Dauphin,2026,2026-09-02,1b15e1da02fd4128b93c794661bf914f,11,4,0.366,NO
742894538,Fort-Dauphin,2026,2026-02-07,6d34de6506a8403e813a3b2050520078,2,5,0.181,NO
742894552,Fort-Dauphin,2026,2026-02-07,a7f36698ba1f40d780629ef1f1cba916,9,16,0.468,NO
742894569,Fort-Dauphin,2026,2026-01-23,2a9dbe9e54ec4bad844f0be358751170,9,4,0.606,NO
742894648,Fort-Dauphin,2026,2026-01-15,7d2c0710d047425bb5f6cf800c60cfca,11,15,0.367,NO
742894662,Fort-Dauphin,2026,2026-05-22,99b5d3e825a947fbaf73dde13f4a3026,16,7,0.263,NO
742894693,Fort-Dauphin,2026,2026-01-23,8d349f859eb141c5b45aa38db23102a1,9,24,0.178,NO
742894734,Fort-Dauphin,2026,2026-02-16,f006013fa78047c6a7116114ce32ef70,7,7,0.091,NO
742894758,Fort-Dauphin,2026,2026-03-27,f2634ac4609a4e4fab6f1d46478db351,2,7,0.174,NO
742894789,Fort-Dauphin,2026,2026-05-22,7249e5ab82d24c6593c320a946cb953d,10,12,0.284,NO
742894820,Fort-Dauphin,2026,2026-03-26,d79040c098d34626af92ad2a170c7ca8,4,130,0.103,NO
742894837,Fort-Dauphin,2026,2026-01-22,570ec95d7cdf4aa59b1be6aeb96856de,15,26,0.136,NO
742894844,Fort-Dauphin,2025,2025-12-18,b8a83386b0504c169bf9aa5216251f75,0,0,0.299,NO
742894851,Fort-Dauphin,2025,2025-12-05,7708d3abd72b496fb1345bdb1f245ed2,59,17,0.168,NO
742894851,Fort-Dauphin,2026,2026-03-26,42b17186d63b40ea81fc957e82162faf,8,12,0.304,NO
742894868,Fort-Dauphin,2026,2026-06-25,7262e81ecaec4371beccd14ea3d632d9,2,197,0.113,NO
742894909,Fort-Dauphin,2025,2025-12-18,ed05544a78974c98bd8e23f739e2739d,19,8,0.084,NO
742894916,Fort-Dauphin,2026,2026-05-15,d910ad216ffd439d8663afd49fb6472e,2,2,0.279,NO
742894923,Fort-Dauphin,2026,2026-02-09,90156acf255c43f1a0bef510490ecc3e,1,2,0.292,NO
742894978,Fort-Dauphin,2026,2026-01-12,2fe50f741b9a48b7a863129cf68d7af5,2,0,0.550,NO
742894985,Fort-Dauphin,2026,2026-01-12,7d740bf7381341ef992f5eff592a7383,5,13,0.419,NO
742895034,Fort-Dauphin,2026,2026-02-04,41c9551576f14b88bdbfe5e9ea7a2923,2,6,0.364,NO
742895151,Fort-Dauphin,2026,2026-03-12,9062d3a021f44ad5ba8287c2200ad71b,11,7,0.290,NO
742895168,Fort-Dauphin,2026,2026-09-10,7002fe633d6c4202b2446fcaee698487,6,10,0.209,NO
742895199,Fort-Dauphin,2026,2026-02-18,a0168e0ce33f42838926e8bac01fec3a,9,6,0.200,NO
742895216,Fort-Dauphin,2026,2026-02-18,247dc00ba4de42169e42f6253648eb0a,12,5,0.441,NO
742895230,Fort-Dauphin,2026,2026-02-18,afb6ad2bd71f4ed4aa24fde1150bcbc1,15,0,0.338,NO
742895247,Fort-Dauphin,2026,2026-02-20,d41c5ccd38fe422ba1d78ed03dfd06da,9,9,0.328,NO
742895254,Maroantsetra,2025,2025-11-14,1761c7821b094575b08311fe0e7a61b3,15,12,0.410,NO
742895278,Fort-Dauphin,2026,2026-01-21,129df62bb42944e4b8f011fd294fcdf1,1,4,0.326,NO
742895292,Fort-Dauphin,2026,2026-01-21,a79ad655827f4a5aabe7516413aa315d,1,5,0.156,NO
742895302,Fort-Dauphin,2026,2026-05-15,1e3de6c0187f40e6919ec04a64fda1fc,14,5,0.311,NO
742895333,Fort-Dauphin,2026,2026-01-21,32b872b0576f48798d3d4315166e6f8c,14,5,0.265,NO
742895340,Maroantsetra,2025,2025-11-18,c268070e02d6418ea4c88d91ffdad435,8,7,0.528,NO
742895371,Maroantsetra,2025,2025-11-15,189471f64fe44d30a3583fa259534fea,3,29,0.437,NO
742895395,Fort-Dauphin,2026,2026-02-20,fb22e090739e40438546bb22e7de4a84,13,2,0.100,NO
742895429,Maroantsetra,2025,2025-11-15,1f711dac63a14a0f98956f84a2f60c53,19,3,0.353,NO
742895436,Maroantsetra,2025,2025-11-15,09213d89027c4e0ab7e7932aa12f4fea,16,8,0.532,NO
742895474,Maroantsetra,2025,2025-11-17,5d5bd172ffb24f0aa401f9ac6ea8bfc2,12,10,0.358,NO
742895481,Maroantsetra,2025,2025-11-15,34b733f4f69e4472be06e77d34a5f53b,21,11,0.559,NO
742895498,Maroantsetra,2025,2025-11-12,703b02d6d8824e27ad5f3452177ca7e1,31,14,0.328,NO
742895498,Maroantsetra,2026,2026-08-20,e5e041bc6938433a872ece621fb4fcbd,11,5,0.266,NO
742895508,Maroantsetra,2025,2025-11-07,f6e6063e6bd84da098332266fc2d3e69,9,1,0.472,NO
742895515,Maroantsetra,2025,2025-11-14,9232c39d80b449df90a74baf1f352758,3,3,0.539,NO
742895539,Maroantsetra,2025,2025-11-13,6a28b99ef50642eb958dd8d67588cb16,10,7,0.469,NO
742895546,Maroantsetra,2025,2025-11-08,07141b5471124e03a78192ec7267e47b,7,9,0.377,NO
742895553,Maroantsetra,2025,2025-11-13,baa6cdf5b0f24ef2a7818535872652d2,12,16,0.510,NO
742895577,Maroantsetra,2026,2026-05-20,9c5366685fe344298145a932b80cdeac,19,2,0.246,NO
742895584,Maroantsetra,2025,2025-11-14,8fba92281c98423184b07c75e3d1f711,16,2,0.350,NO
742895591,Maroantsetra,2025,2025-11-13,a2b970404344473598ea215c46cc29ec,16,6,0.474,NO
742895591,Maroantsetra,2026,2026-05-20,563411f5b8594e24a7df0cd053fafcce,17,0,0.253,NO
742895601,Maroantsetra,2025,2025-11-13,83045dca858044318b3317bdb141ce95,9,8,0.610,NO
742895618,Maroantsetra,2025,2025-11-08,7b5b32a25e27478dbc9716204e45998b,8,1,0.490,NO
742895649,Maroantsetra,2025,2025-11-12,ae91f7b8bb4d4a60bde0f22392fca2ad,40,57,0.088,NO
742895656,Maroantsetra,2026,2026-01-24,b9877d4cd1ab4dcdb2b003b65a61a4b8,21,6,0.127,NO
742895663,Maroantsetra,2025,2025-11-07,a1853f5701164936b0ba9491790d5726,7,10,0.575,NO
742895742,Fort-Dauphin,2026,2026-05-15,1faf66d08bd44a409013f39a6e59630d,10,5,0.312,NO
742895766,Maroantsetra,2025,2025-11-07,ce301c63fe694b858befe891661eb29b,3,7,0.514,NO
742895780,Maroantsetra,2025,2025-11-03,4659d8fbb0df4f5aa3919fd8eb75f3a3,8,12,0.628,NO
742895780,Maroantsetra,2026,2026-01-07,9602441826724548a61892fc87ee648c,21,5,0.306,NO
742895797,Maroantsetra,2025,2025-11-07,89cccf2076504afe8ed9160ec0a36bf5,4,6,0.532,NO
742895797,Maroantsetra,2026,2026-03-27,85705391883046b4b947aa29afd19fb0,6,3,0.537,NO
742895814,Fort-Dauphin,2026,2026-05-13,95f8d9f0b691431fa2140d1f25d3b78b,5,8,0.106,NO
742895821,Fort-Dauphin,2025,2025-12-12,b612c08cd63c4812b27db81d4ad3de04,29,10,0.356,NO
742895838,Maroantsetra,2026,2026-05-22,3f1119221ba74500a5ea0c6213e0ae58,12,12,0.272,NO
742895852,Maroantsetra,2025,2025-11-01,49e15eea6492413796f58bb44a303a53,14,1,0.423,NO
742895869,Maroantsetra,2025,2025-11-05,10d9cce997e745db8f3a80c318f7b755,18,6,0.430,NO
742895869,Maroantsetra,2026,2026-01-28,967ce81bd75249a8978992163d1eae13,18,11,0.283,NO
742895876,Maroantsetra,2026,2026-02-21,8ce3a0a92146464295d7c7bda2820e05,10,3,0.246,NO
742895883,Maroantsetra,2026,2026-02-09,8d67323a61a6451696459bf3700c2fd2,11,7,0.358,NO
742895890,Maroantsetra,2025,2025-11-20,7820f618c03d4cd0969fdd06e02e7371,8,13,0.226,NO
742895900,Maroantsetra,2025,2025-11-20,509e79739cbe4b4e95ea9053a83cccf7,9,7,0.547,NO
742895900,Maroantsetra,2026,2026-09-11,ecfaa4f6c35541d6bd4a29b92ace1f9b,6,11,0.479,NO
742895917,Maroantsetra,2025,2025-11-20,41e315bdc0454d70a5b4aba7945f6113,10,22,0.187,NO
742895931,Maroantsetra,2025,2025-11-28,f73684b9b937448ea31f296ad6b70f58,9,3,0.586,NO
742895948,Maroantsetra,2025,2025-11-24,2062ce5c508b4c1cb84eaf13fbe271ba,6,3,0.365,NO
742895948,Maroantsetra,2026,2026-09-11,a8714bfe824946f1b5b539c09dd521ef,8,7,0.217,NO
742895962,Maroantsetra,2025,2025-11-25,e749e41338c84d4dae1f7c3e3a261dd9,13,11,0.528,NO
742895962,Maroantsetra,2026,2026-01-22,915fa8b3d3a14cdd8f090cc990bc4e9c,13,4,0.446,NO
742895979,Maroantsetra,2025,2025-11-20,6ed568a12b294ba9a80a509e233953c9,13,7,0.336,NO
742895986,Maroantsetra,2025,2025-11-28,4d08e8929e45433b9fa05080ef090ac3,22,6,0.582,NO
742895986,Maroantsetra,2026,2026-03-05,46f3bff5df034a34aa92fd56208edce4,50,21,0.288,NO
742896011,Maroantsetra,2025,2025-11-27,e5838cd0455348539983e09190987be5,16,10,0.483,NO
742896028,Maroantsetra,2025,2025-11-28,fd6a0f27f66d4176a9b96a515b6957d7,15,17,0.541,NO
742896035,Maroantsetra,2025,2025-11-28,d81551da641146aba1faa33d558ddf2f,68,38,0.409,NO
742896042,Maroantsetra,2025,2025-11-28,c208a5f17ff54d5caf2bb4abe27a5923,5,5,0.176,NO
742896059,Maroantsetra,2025,2025-11-28,4895441e77e74c138741e314ff0d463d,6,2,0.463,NO
742896066,Maroantsetra,2025,2025-12-01,81860c739cdb48cb9f840401d73f2d77,19,5,0.499,NO
742896073,Maroantsetra,2025,2025-12-01,7eeb03576afa4a00bb878677a2e75dda,9,10,0.334,NO
742896080,Maroantsetra,2025,2025-12-01,f74c8350c18e48a09afd58a444ca96b3,5,6,0.241,NO
742896121,Maroantsetra,2025,2025-11-20,b20e72267ba34ebcba4aedb5515013db,2,3,0.556,NO
742896138,Maroantsetra,2025,2025-11-20,0e2e29a08180475e97133880690de312,7,0,0.562,NO
742896145,Maroantsetra,2025,2025-11-26,9c70a783c8b44253aa17750fab07da03,8,6,0.452,NO
742896152,Maroantsetra,2025,2025-11-19,8f80722f624b4b53b8bca273d6a8e8fb,2,2,0.135,NO
742896169,Maroantsetra,2025,2025-11-19,2ebc873cbd6c4c58b11de8485b567924,2,5,0.501,NO
742896183,Maroantsetra,2025,2025-11-26,e2e70f7dc14941ba91bb63bbf536126b,2,6,0.599,NO
742896200,Maroantsetra,2025,2025-11-20,39a4696fec2f45cfbcbf9733246e4490,7,5,0.539,NO
742896217,Maroantsetra,2025,2025-11-28,d8d179e63d1d44329655e950dd1f5dc2,1,5,0.573,NO
742896255,Maroantsetra,2025,2025-10-10,fba307be79b84a01ac48d56c20559697,8,10,0.530,NO
742896262,Maroantsetra,2025,2025-10-09,7b52bd3b78fc4da1a52eabb6a0ac6448,6,5,0.410,NO
742896286,Maroantsetra,2025,2025-10-10,99c7c563cfc748b0a98caf51577df6b1,7,4,0.512,NO
742896293,Maroantsetra,2025,2025-11-24,e3d67ce9d7314d859f4bd4724df4c561,13,4,0.426,NO
742896310,Maroantsetra,2025,2025-10-08,813d61093f034a399516cb5997dbac1e,7,2,0.218,NO
742896334,Maroantsetra,2025,2025-10-09,fc05a4b53a4e4355ae701644972facf3,11,10,0.442,NO
742896358,unmapped,2026,2026-01-31,b83febdeddbe4b7bbb6ec7320a5bf20d,19,11,0.433,NO
742896389,Maroantsetra,2025,2025-10-10,118291c892ae4011abb9492e71aa4a9d,7,4,0.474,NO
742896413,Maroantsetra,2025,2025-10-10,ea22ef2316cb4e20bfb75724fe1425ef,17,6,0.460,NO
742896420,Maroantsetra,2025,2025-10-10,0c7a3ad2127d4610949e3b4a4a831ab5,15,10,0.576,NO
742896444,Maroantsetra,2025,2025-10-11,e21f7bfdadd54bebb2f91bcf797de4b3,0,1,0.430,NO
742896468,Maroantsetra,2025,2025-10-10,88f138a4e9c048328f0a53015c74f8d7,5,6,0.430,NO
742896482,Maroantsetra,2025,2025-10-10,64982d00c7f347ddbf268b6565736b2b,11,15,0.446,NO
742896499,Maroantsetra,2025,2025-10-14,6643151869834c55a21259a44bd16c5c,5,4,0.522,NO
742896509,Maroantsetra,2025,2025-11-24,d6a937e782424ef7bf8aeaea7897027a,5,7,0.448,NO
742896516,Maroantsetra,2025,2025-10-23,ec5c60187d554c538b023dde2122eef1,6,1,0.442,NO
742896523,Maroantsetra,2025,2025-10-18,76e98873a19f4b299a93922605a0c109,4,4,0.501,NO
742896523,Maroantsetra,2026,2026-02-13,e3d6205426674db4997c5febea576dd7,10,3,0.590,NO
742896530,Maroantsetra,2025,2025-10-18,bc65de50c66744638a5c1937149bfac5,5,5,0.324,NO
742896547,Maroantsetra,2025,2025-10-17,fd43d967a44243c4a1dfff13fe0354ee,6,8,0.517,NO
742896547,Maroantsetra,2026,2026-01-10,bfb38754e1174e68a44d93f35477fe3a,11,9,0.424,NO
742896554,Maroantsetra,2025,2025-10-23,e658f13691e4459e972786d041cf1f5b,0,7,0.509,NO
742896561,Maroantsetra,2025,2025-10-15,a6b6977687c1425eb025463086cb00b1,5,3,0.446,NO
742896578,Maroantsetra,2025,2025-10-23,186dc36a0b8740ae841c1bc97468c9b4,9,1,0.525,NO
742896585,Maroantsetra,2025,2025-10-17,084bff5710304552b58545a76ec02e1e,5,6,0.474,NO
742896592,Maroantsetra,2025,2025-10-17,189256832ca54894b991e72e1afa361e,9,9,0.343,NO
742896592,Maroantsetra,2026,2026-08-18,1fb9e5728d3e4d21b2a8b3dbb45518d7,8,6,0.474,NO
742896602,Maroantsetra,2025,2025-10-18,058e5bc6e4a54929b6100dd6c0e7c00c,6,2,0.400,NO
742896619,Maroantsetra,2025,2025-10-17,bbe22bb0b8364539a410a64e9f27d9b0,10,8,0.265,NO
742896619,Maroantsetra,2026,2026-05-19,ebf3fe45f08545c28da143c2eb2d0834,5,1,0.298,NO
742896633,Maroantsetra,2025,2025-10-14,82cf1ad9a5a548ef94669c0fe4a01fb5,6,5,0.617,NO
742896633,Maroantsetra,2026,2026-08-18,2424c3126e834f759f802bfc1169dac1,2,0,0.405,NO
742896640,Maroantsetra,2026,2026-02-14,7081acb4515e4bbaba5bb2bf67d08388,31,23,0.128,NO
742896657,Fort-Dauphin,2026,2026-03-16,ce529cedfef04f8c84b86d4a47695e31,13,9,0.593,NO
742896664,Maroantsetra,2025,2025-10-14,06df936cae4c4a0e99fe123aeb2cde59,8,3,0.485,NO
742896688,Maroantsetra,2025,2025-10-22,4f3f10190cd240aeaffbdee9a0d4bc96,5,2,0.492,NO
742896688,Maroantsetra,2026,2026-01-30,58bdeba93cca4f9185ed997ddcea6823,9,11,0.299,NO
742896695,Maroantsetra,2025,2025-10-16,ab27990fe5eb4bbbbbfea38d9240c39e,14,11,0.430,NO
742896712,Maroantsetra,2025,2025-10-22,1c8299b530d04b2a82412c725cb8b636,8,10,0.458,NO
742896729,Maroantsetra,2025,2025-10-21,c1c08683f2a84590915179394d4a3902,4,3,0.021,NO
742896736,Maroantsetra,2025,2025-10-24,e7226691f2db4e4f8865ccac40778908,9,18,0.394,NO
742896743,Maroantsetra,2025,2025-10-23,b621d2fc140940aa9cafd20d4a2628df,6,6,0.601,NO
742896750,Maroantsetra,2025,2025-10-23,7f163ebe0fb344e0806fe57f6e7d6fdc,8,2,0.469,NO
742896767,Maroantsetra,2025,2025-10-24,6d63e4ffcd974645b9fa0b8920816200,8,12,0.528,NO
742896774,Maroantsetra,2025,2025-10-25,071dcdb502504805968e5baa5dfff195,9,10,0.523,NO
742896781,Maroantsetra,2025,2025-10-25,e646dc1b13a848c585d8218996525c99,10,11,0.381,NO
742896798,Maroantsetra,2025,2025-12-03,7c76f70319b64c7da201048d6cba0fb3,77,12,0.154,NO
742896808,Maroantsetra,2025,2025-10-28,edd26296dc9640759257ed599fe4fdb5,6,6,0.419,NO
742896815,Maroantsetra,2025,2025-10-28,5b790b8c177a49bb9f54f9dc1991fc03,6,6,0.117,NO
742896839,unmapped,2025,2025-10-25,70ccc6c1a4994a00b84a40edf39c03af,5,8,0.356,NO
742896846,Maroantsetra,2025,2025-10-25,36a5d9848ebe44a49b44f915a570d6ea,7,19,0.506,NO
742896853,Maroantsetra,2025,2025-10-29,9ce5727f1b7e4984b74e21d97c53ed0e,12,23,0.432,NO
742896884,Maroantsetra,2025,2025-10-29,047ee349d31c40b89c2937c35fe16a50,5,9,0.445,NO
742896956,Maroantsetra,2025,2025-10-31,245cf106009a4f0c9157a63087f42ca1,5,10,0.307,NO
742896963,Maroantsetra,2025,2025-10-31,e1827f18054b41df8475c14c91a7308c,14,0,0.559,NO
742897029,Maroantsetra,2025,2025-10-29,40c1ace4085542f5a597685a7cdecf1c,3,7,0.446,NO
742897050,Maroantsetra,2025,2025-10-29,8cb1c5429b8b490cacbb3f2d8dda03b2,8,6,0.628,NO
742897067,Maroantsetra,2025,2025-10-29,51367759195d4a05ab8b87847de97383,25,9,0.384,NO
742897074,Maroantsetra,2025,2025-10-03,3909848e0bb24cd7943ec89ebb2a97d8,10,3,0.474,NO
742897081,Maroantsetra,2025,2025-10-03,f2da1b02b7c64b698a948eda688f81f2,6,3,0.311,NO
742897098,Maroantsetra,2025,2025-10-03,a73a9a12da8245a4aed0bdbb20ed8fd9,7,8,0.397,NO
742897108,Maroantsetra,2025,2025-10-02,40b4dd316b05448bbe879b4322c1a28a,43,39,0.109,NO
742897115,Maroantsetra,2025,2025-10-02,5913f41b688e45f8aa2ad2442265af0d,6,6,0.392,NO
742897122,Maroantsetra,2025,2025-10-03,b9ecd66381bf4f7a97b3b89d87d85be9,3,13,0.415,NO
742897153,Maroantsetra,2025,2025-10-04,01373e0c065441ce9f3b91447adcb173,6,2,0.566,NO
742897153,Maroantsetra,2026,2026-06-25,4102c7522eab42eeb2bd42853dc913d0,26,15,0.283,NO
742897160,Maroantsetra,2025,2025-09-26,03e381fd8fe846959f53415ae92a68f0,11,29,0.099,NO
742897177,Maroantsetra,2025,2025-09-25,d6557343015144e2ae045620a82d25e0,21,43,0.189,NO
742897184,Maroantsetra,2025,2025-09-27,f86eff11c47e445eacadc35c27a62526,10,1,0.450,NO
742897191,Maroantsetra,2025,2025-10-02,29f23890985c41c5ba9e7e229cf5eb05,5,8,0.379,NO
742897201,Maroantsetra,2025,2025-10-02,24a2e90fcfe045b68549cd5bc148da05,12,6,0.388,NO
742897218,Maroantsetra,2025,2025-10-04,601b32e7fd664d4baad6245d6f81728c,6,1,0.587,NO
742897218,Maroantsetra,2026,2026-01-15,afecab8db15b4020930e5e5d40e27365,14,9,0.526,NO
742897249,Maroantsetra,2025,2025-10-06,d22907c56e674450a5bc8313372fc474,9,10,0.120,NO
742897263,Maroantsetra,2025,2025-10-03,cbec2d7727774affa340364e2cb2daa6,10,9,0.370,NO
742897263,Maroantsetra,2026,2026-03-02,27fd40596e304738976845dce6835070,6,2,0.429,NO
742897270,Maroantsetra,2025,2025-09-27,044042b78544420596f97c71391f94d1,6,5,0.524,NO
742897287,Maroantsetra,2025,2025-10-01,0128366fb9364cfb9f2e194ee488ef49,12,3,0.526,NO
742897294,Maroantsetra,2025,2025-10-02,df4d4629ea8a464a88d6ec650ab3e12c,7,15,0.242,NO
742897304,Maroantsetra,2025,2025-10-12,81bbd3ec94434891b88779bb78bed878,5,2,0.482,NO
742897335,Maroantsetra,2025,2025-10-02,8ee5ccac186a453182819e791d67725e,8,33,0.299,NO
742897335,Maroantsetra,2026,2026-01-09,c3d23a18c6f845bd846e9e4adceae289,4,5,0.530,NO
742897359,Maroantsetra,2026,2026-03-11,59ff5ffdbaf24fd691e129f5488b4fc9,8,8,0.553,NO
742897366,Maroantsetra,2026,2026-02-08,e77e9a7e7c204853bb8e972f845846c4,4,17,0.558,NO
742897373,Maroantsetra,2026,2026-03-26,36c20ea99fe04e06bc7636b3f2eb8051,6,9,0.387,NO
742897407,Maroantsetra,2025,2025-09-20,0d0e8440e1ce42c8ba1145f416337fdc,18,7,0.479,NO
742897414,Maroantsetra,2025,2025-12-06,af0e4d71dfcc4cedac80666ff9303543,11,10,0.233,NO
742897421,Maroantsetra,2025,2025-09-21,18c9f10667b446b3a2ea0bbe96c7fbbd,7,29,0.208,NO
742897438,Maroantsetra,2025,2025-09-21,f6562d14e3e54b30a83ce68c32f226cb,5,2,0.529,NO
742897452,Maroantsetra,2025,2025-12-06,4ee8017c95d5443d9a8a449bdefa860c,7,12,0.525,NO
742897469,Maroantsetra,2025,2025-09-10,576daab95a4243769b563b7d483b9b8c,35,83,0.101,NO
742897476,Maroantsetra,2025,2025-09-10,3ff697447bcd4429be7c484aaa03d8c7,11,2,0.411,NO
742897490,Maroantsetra,2025,2025-09-28,851b4b86f294427c87962a97acd5c9cd,28,8,0.461,NO
742897500,Maroantsetra,2025,2025-09-10,f565aa35760d4b26af5ffef991841487,21,24,0.135,NO
742897517,Maroantsetra,2025,2025-09-19,fb06379a15484ee28ad05ab0b00b1cd9,2,2,0.557,NO
742897524,Maroantsetra,2025,2025-09-28,6c8f3691d04b46bb8f7a04cb67e7d8f4,5,7,0.473,NO
742897548,Maroantsetra,2025,2025-09-25,091774033d5b4bdc899cd46e1db875b2,14,11,0.504,NO
742897555,Maroantsetra,2025,2025-09-18,1811236a92184fd68f0dfc5aedd59b44,0,3,0.416,NO
742897579,Maroantsetra,2025,2025-09-18,6726801a70b7461d82fab1f9e4889c74,9,4,0.615,NO
742897586,Maroantsetra,2025,2025-09-29,5f1bf9c15e014c09ac5afbc340ab73af,16,15,0.407,NO
742897627,Maroantsetra,2025,2025-10-05,832445a032a24f51879d01ad83204185,8,17,0.334,NO
