site,day,stop,pump_id,commune,fokontany,pump_type,days_since_last_visit,last_status,people,lat,lon,day_road_km,day_hours
Maroantsetra,49,4,699596932,Voloina,Tanantsara,Canzee,223,ok,95,-15.572668,49.615434,79,7.6
Maroantsetra,49,5,698772094,Voloina,Tanantsara,Canzee,223,ok,95,-15.575666,49.616184,79,7.6
Maroantsetra,50,1,698772063,Voloina,Tanantsara,Canzee,223,ok,99,-15.578191,49.615426,80,7.7
Maroantsetra,50,2,698772032,Voloina,Tanantsara,Canzee,223,ok,102,-15.578667,49.615375,80,7.7
Maroantsetra,50,3,698772087,Voloina,Tanantsara,Canzee,224,ok,104,-15.579352,49.615409,80,7.7
Maroantsetra,50,4,699596963,Voloina,Tanantsara,Canzee,219,ok,100,-15.580895,49.615504,80,7.7
Maroantsetra,50,5,699596956,Voloina,Tanantsara,Canzee,219,ok,90,-15.581877,49.615395,80,7.7
Maroantsetra,51,1,699596970,Voloina,Tanantsara,Canzee,218,ok,91,-15.58159,49.616372,84,7.4
Maroantsetra,51,2,698772056,Voloina,Tanantsara,Canzee,219,ok,100,-15.578025,49.613917,84,7.4
Maroantsetra,51,3,699597098,Voloina,Nandrasana,Canzee,218,ok,68,-15.586129,49.617249,84,7.4
Maroantsetra,51,4,699597005,Voloina,Nandrasana,Canzee,217,ok,54,-15.588467,49.617036,84,7.4
Maroantsetra,52,1,699596994,Voloina,Nandrasana,Canzee,217,ok,57,-15.593528,49.61801,85,7.5
Maroantsetra,52,2,698772142,Voloina,Nandrasana,Canzee,217,ok,72,-15.594622,49.617942,85,7.5
Maroantsetra,52,3,699597081,Voloina,Nandrasana,Canzee,202,ok,84,-15.596542,49.617869,85,7.5
Maroantsetra,52,4,698772135,Voloina,Nandrasana,Canzee,214,ok,94,-15.601074,49.618821,85,7.5
Maroantsetra,53,1,698772252,Voloina,Nandrasana,Canzee,214,ok,93,-15.601361,49.618447,85,7.5
Maroantsetra,53,2,698772111,Voloina,Nandrasana,Canzee,214,ok,95,-15.601797,49.61872,85,7.5
Maroantsetra,53,3,698772104,Voloina,Nandrasana,Canzee,216,ok,95,-15.601921,49.618723,85,7.5
Maroantsetra,53,4,698772238,Voloina,Nandrasana,Canzee,214,ok,98,-15.602475,49.618747,85,7.5
Maroantsetra,54,1,698772245,Voloina,Nandrasana,Canzee,214,ok,104,-15.602721,49.618993,85,7.5
Maroantsetra,54,2,698772283,Voloina,Nandrasana,Canzee,216,ok,111,-15.60331,49.619044,85,7.5
Maroantsetra,54,3,699597043,Voloina,Nandrasana,Canzee,216,ok,116,-15.603115,49.619802,85,7.5
Maroantsetra,54,4,698772214,Voloina,Nandrasana,Canzee,213,ok,125,-15.603822,49.619912,85,7.5
Maroantsetra,55,1,698772180,Voloina,Nandrasana,Canzee,213,partial,122,-15.604018,49.619468,87,7.0
Maroantsetra,55,2,698772166,Voloina,Nandrasana,Canzee,213,ok,128,-15.6044,49.619898,87,7.0
Maroantsetra,55,3,698772197,Voloina,Nandrasana,Canzee,208,ok,127,-15.604612,49.619345,87,7.0
Maroantsetra,56,1,698772173,Voloina,Nandrasana,Canzee,213,ok,129,-15.603922,49.620615,86,7.6
Maroantsetra,56,2,698772221,Voloina,Nandrasana,Canzee,213,ok,135,-15.604316,49.620773,86,7.6
Maroantsetra,56,3,699597029,Voloina,Nandrasana,Canzee,209,ok,138,-15.605552,49.620552,86,7.6
Maroantsetra,56,4,699597067,Voloina,Nandrasana,Canzee,208,ok,138,-15.605849,49.621218,86,7.6
Maroantsetra,57,1,699597012,Voloina,Nandrasana,Canzee,207,ok,138,-15.606304,49.621231,87,7.7
Maroantsetra,57,2,699597036,Voloina,Nandrasana,Canzee,208,ok,139,-15.606452,49.621984,87,7.7
Maroantsetra,57,3,699597050,Voloina,Nandrasana,Canzee,207,ok,151,-15.60766,49.623311,87,7.7
Maroantsetra,57,4,698772317,Voloina,Nandrasana,Canzee,207,ok,138,-15.609034,49.624374,87,7.7
Maroantsetra,58,1,698772331,Voloina,Nandrasana,Canzee,207,ok,125,-15.609823,49.624842,88,7.8
Maroantsetra,58,2,698772348,Voloina,Nandrasana,Canzee,206,ok,111,-15.610201,49.625619,88,7.8
Maroantsetra,58,3,699597115,Voloina,Nandrasana,Canzee,206,ok,107,-15.610229,49.626136,88,7.8
Maroantsetra,58,4,698773617,Voloina,Nandrasana,Canzee,206,ok,115,-15.60966,49.625779,88,7.8
Maroantsetra,59,1,698773648,Voloina,Nandrasana,Canzee,202,ok,99,-15.610805,49.626815,90,7.2
Maroantsetra,59,2,698773624,Voloina,Nandrasana,Canzee,never,unknown,100,-15.609912,49.627456,90,7.2
Maroantsetra,59,3,699597122,Voloina,Nandrasana,Canzee,201,ok,92,-15.610984,49.628079,90,7.2
Maroantsetra,60,1,833033198,Ambinanitelo,Ambinanitelo,Canzee,never,ok,145,-15.349592,49.578502,53,4.1
Fort-Dauphin,1,1,670401763,Mahatalaky,Tsiharoa Ampasy,Canzee,199,ok,302,-24.814038,47.082557,71,7.5
Fort-Dauphin,1,2,742895388,Mahatalaky,Tsiharoa Ambondro,Canzee,never,unknown,,-24.811761,47.086251,71,7.5
Fort-Dauphin,1,3,742895395,Mahatalaky,Tsiharoa Ambondro,Canzee,199,ok,245,-24.80849,47.083687,71,7.5
Fort-Dauphin,1,4,742895405,Mahatalaky,Tsiharoa Ambondro,Canzee,199,ok,196,-24.806777,47.080327,71,7.5
Fort-Dauphin,2,1,742895247,Mahatalaky,Mahatalaky Eroanga,IndiaMark,199,ok,491,-24.789951,47.082413,89,7.7
Fort-Dauphin,2,2,742895223,Mahatalaky,Mahatalaky Eroanga,Canzee,never,unknown,,-24.775485,47.070314,89,7.7
Fort-Dauphin,2,3,742895182,Mahatalaky,Tsanoriha,IndiaMark,201,ok,147,-24.752519,47.051945,89,7.7
Fort-Dauphin,3,1,742895199,Mahatalaky,Tsanoriha,IndiaMark,201,ok,116,-24.750994,47.04746,88,7.6
Fort-Dauphin,3,2,742895209,Mahatalaky,Tsanoriha,IndiaMark,201,ok,91,-24.749146,47.04482,88,7.6
Fort-Dauphin,3,3,742895216,Mahatalaky,Tsanoriha,IndiaMark,201,ok,103,-24.752349,47.043367,88,7.6
Fort-Dauphin,4,1,742895364,Mahatalaky,Ebakika,Canzee,never,unknown,,-24.732064,47.148097,94,7.0
Fort-Dauphin,5,1,742895357,Mahatalaky,Ebakika,Canzee,never,unknown,,-24.724684,47.149129,96,7.1
Fort-Dauphin,6,1,670401749,Mahatalaky,Sainte Luce,IndiaMark,never,ok,87,-24.781513,47.173589,99,7.3
Fort-Dauphin,6,2,670401732,Mahatalaky,Sainte Luce,Canzee,482,ok,86,-24.779329,47.182663,99,7.3
Fort-Dauphin,7,1,742895285,Mahatalaky,Sainte Luce,IndiaMark,229,ok,145,-24.77527,47.196411,103,6.7
Fort-Dauphin,8,1,670401615,Iaboakoho,Iaboakoho,Canzee,202,ok,62,-24.625556,47.205117,123,9.2
Fort-Dauphin,9,1,670401639,Manantenina,Ankaramany,Canzee,never,down,295,-24.42815,47.289226,177,13.1
Fort-Dauphin,10,1,742895687,Manantenina,Ambalateza,Canzee,266,ok,47,-24.255733,47.287241,230,16.0
Fort-Dauphin,11,1,742895670,Manantenina,Ambalateza,Canzee,266,ok,106,-24.251656,47.28538,231,16.1
Fort-Dauphin,12,1,742895711,Manantenina,Ambalateza,Canzee,598,ok,,-24.25441,47.301335,228,16.1
Fort-Dauphin,13,1,742895704,Manantenina,Ambalateza,IndiaMark,269,ok,82,-24.254508,47.30132,228,16.1
Fort-Dauphin,14,1,742894356,Isaka-Ivondro,Ambatomainty,IndiaMark,206,ok,168,-24.817614,46.872739,73,7.5
Fort-Dauphin,14,2,742894370,Isaka-Ivondro,Ambatomainty,IndiaMark,206,ok,274,-24.820735,46.86782,73,7.5
Fort-Dauphin,14,3,742894363,Isaka-Ivondro,Ambatomainty,IndiaMark,206,ok,256,-24.818879,46.866617,73,7.5
Fort-Dauphin,14,4,670402094,Isaka-Ivondro,Ihazoambo,IndiaMark,222,ok,228,-24.821987,46.861729,73,7.5
Fort-Dauphin,15,1,742894301,Isaka-Ivondro,Ihazoambo,IndiaMark,207,ok,188,-24.827812,46.866272,86,7.8
Fort-Dauphin,15,2,742894318,Isaka-Ivondro,Ihazoambo,IndiaMark,207,ok,325,-24.829746,46.866555,86,7.8
Fort-Dauphin,15,3,742894387,Isaka-Ivondro,Montifeno,IndiaMark,221,ok,324,-24.854282,46.872702,86,7.8
Fort-Dauphin,15,4,670402056,Mandiso,Mandiso,IndiaMark,never,ok,253,-24.876126,46.830805,86,7.8
Fort-Dauphin,16,1,742894222,Mandiso,Nagnarena,IndiaMark,542,ok,207,-24.90859,46.832652,62,7.5
Fort-Dauphin,16,2,742894208,Ifarantsa,Ifarantsa,IndiaMark,185,partial,122,-24.927412,46.864006,62,7.5
Fort-Dauphin,16,3,742894198,Ifarantsa,Ifarantsa,IndiaMark,192,ok,123,-24.928137,46.863525,62,7.5
Fort-Dauphin,16,4,670402221,Ifarantsa,Ifarantsa,IndiaMark,never,unknown,115,-24.933975,46.862376,62,7.5
Fort-Dauphin,16,5,742894088,Ifarantsa,Vatomivarina,IndiaMark,never,ok,95,-24.953892,46.862238,62,7.5
Fort-Dauphin,17,1,742894064,Ifarantsa,Vatomivarina,IndiaMark,192,ok,88,-24.957869,46.863175,84,7.9
Fort-Dauphin,17,2,742894071,Ifarantsa,Vatomivarina,IndiaMark,193,ok,121,-24.977147,46.87103,84,7.9
Fort-Dauphin,17,3,742894181,Ifarantsa,Vatomivarina,IndiaMark,193,ok,193,-24.983945,46.870925,84,7.9
Fort-Dauphin,17,4,742894480,Ifarantsa,Fanjahira,IndiaMark,726,down,48,-24.912191,46.884802,84,7.9
Fort-Dauphin,17,5,742894538,Manambaro,Esalo,IndiaMark,212,ok,174,-24.970916,46.855881,84,7.9
Fort-Dauphin,18,1,742894569,Manambaro,Nosibe,Canzee,227,ok,99,-24.997018,46.855556,36,6.9
Fort-Dauphin,18,2,742894583,Manambaro,Nosibe,IndiaMark,235,ok,101,-24.998063,46.853585,36,6.9
Fort-Dauphin,18,3,742894600,Manambaro,Nosibe,Canzee,never,partial,101,-25.002792,46.854942,36,6.9
Fort-Dauphin,18,4,742893829,Manambaro,Esalo,IndiaMark,214,ok,40,-25.001749,46.870752,36,6.9
Fort-Dauphin,18,5,742894514,Manambaro,Esalo,Canzee,236,ok,40,-25.001724,46.871281,36,6.9
Fort-Dauphin,18,6,742894521,Manambaro,Esalo,Canzee,234,partial,55,-25.000451,46.872577,36,6.9
Fort-Dauphin,19,1,742894686,Manambaro,Tsihary,IndiaMark,never,ok,538,-25.036473,46.851074,54,7.6
Fort-Dauphin,19,2,742894655,Manambaro,Manambaro I,Canzee,506,ok,751,-25.033167,46.820597,54,7.6
Fort-Dauphin,19,3,742893850,Soanierana,Andramaka,Canzee,222,partial,105,-25.010822,46.880112,54,7.6
Fort-Dauphin,19,4,742893991,Soanierana,Andramaka,IndiaMark,228,ok,152,-25.009178,46.882344,54,7.6
Fort-Dauphin,19,5,742893874,Soanierana,Soanierana,IndiaMark,208,ok,183,-25.007596,46.891838,54,7.6
Fort-Dauphin,19,6,742893881,Soanierana,Soanierana,IndiaMark,740,ok,142,-25.004129,46.89222,54,7.6
Fort-Dauphin,20,1,742893898,Soanierana,Soanierana,IndiaMark,194,ok,68,-24.998833,46.880767,48,7.7
Fort-Dauphin,20,2,742894033,Soanierana,Soanierana,IndiaMark,194,ok,60,-24.995282,46.87993,48,7.7
Fort-Dauphin,20,3,742894693,Soanierana,Soanierana,IndiaMark,227,ok,215,-25.018436,46.891169,48,7.7
Fort-Dauphin,20,4,742894703,Soanierana,Andramaka,IndiaMark,505,down,192,-25.021903,46.88855,48,7.7
Fort-Dauphin,20,5,742893939,Soanierana,Andramaka,Canzee,never,unknown,276,-25.030851,46.88909,48,7.7
Fort-Dauphin,20,6,742894026,Soanierana,Ankarefo,Canzee,200,ok,220,-25.013079,46.919054,48,7.7
Fort-Dauphin,20,7,987623074,—,—,Canzee,never,unknown,,-25.024771,46.982637,48,7.7
Fort-Dauphin,21,1,670401921,—,—,IndiaMark,never,unknown,,-25.002194,46.855134,77,7.5
Fort-Dauphin,21,2,670401897,—,—,IndiaMark,never,unknown,,-25.076083,46.687863,77,7.5
Fort-Dauphin,21,3,742894734,Ankaramena,Ambolifasy,IndiaMark,206,ok,483,-25.03526,46.754151,77,7.5
Fort-Dauphin,22,1,742894806,Ankaramena,Ebobaka,IndiaMark,384,ok,278,-25.041167,46.758292,76,6.7
Fort-Dauphin,22,2,742894837,Ranopiso,Ranopiso,IndiaMark,228,ok,114,-25.044372,46.675111,76,6.7
Fort-Dauphin,23,1,742895113,Ranopiso,Marovatoforiha,Canzee,500,ok,,-25.124529,46.69073,99,7.9
Fort-Dauphin,23,2,742895120,Analapatsy,Marovatoforiha,Canzee,never,down,1449,-25.123724,46.692749,99,7.9
Fort-Dauphin,23,3,742895168,Ampasy Nahampoana,Ampasy Centre,IndiaMark,200,ok,694,-24.996441,46.982738,99,7.9
Fort-Dauphin,24,1,670401770,Ampasy Nahampoana,Ampasy Centre,IndiaMark,304,ok,518,-24.979998,46.979591,22,2.7
Fort-Dauphin,24,2,742895144,Ampasy Nahampoana,Ampasy Centre,IndiaMark,never,unknown,,-24.967067,46.983291,22,2.7
Marolinta,1,1,987623555,Marolinta,Mahafaly Centre,IndiaMark,never,unknown,,-25.111318,44.631294,19,7.0
Marolinta,1,2,987623115,Marolinta,Mahafaly Centre,IndiaMark,never,unknown,,-25.109485,44.632057,19,7.0
Marolinta,1,3,987623146,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.10842,44.631432,19,7.0
Marolinta,1,4,987623153,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.107677,44.632118,19,7.0
Marolinta,1,5,987623184,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.106744,44.632691,19,7.0
Marolinta,1,6,987623304,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.107462,44.634811,19,7.0
Marolinta,1,7,987623287,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.108051,44.634935,19,7.0
Marolinta,1,8,987623294,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.10806,44.635127,19,7.0
Marolinta,2,1,987623263,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.1074,44.636294,45,6.0
Marolinta,2,2,987623256,Marolinta,Mahafaly Centre,IndiaMark,never,unknown,,-25.106604,44.635751,45,6.0
Marolinta,2,3,987623270,Marolinta,Mahafaly Centre,IndiaMark,never,unknown,,-25.107016,44.6387,45,6.0
Marolinta,2,4,987623397,Marolinta,Mahafaly Centre,Pompe à cordes,never,unknown,,-25.108998,44.633959,45,6.0
Marolinta,2,5,987623517,Marolinta,Mahafaly Centre,Canzee,never,unknown,,-25.147458,44.597299,45,6.0
